user_id,skill_id,correct
3,35,1
3,36,1
3,37,0
3,38,1
3,39,0
3,40,0
3,41,1
3,42,1
3,43,1
3,44,1
3,45,0
3,46,0
3,47,1
3,48,1
3,49,1
4,0,0
4,1,0
4,2,1
4,3,1
4,4,0
4,5,1
4,6,1
4,7,0
4,8,1
4,9,1
4,10,1
4,11,1
4,12,1
4,13,1
4,14,1
4,15,1
4,16,1
4,17,1
4,18,1
4,19,1
4,20,1
4,21,0
4,22,1
4,23,0
4,24,1
4,25,1
4,26,1
4,27,1
4,28,1
4,29,0
4,30,0
4,31,1
4,32,1
4,33,1
4,34,0
4,35,0
4,36,1
4,37,1
4,38,1
4,39,1
4,40,0
4,41,0
4,42,0
4,43,1
4,44,0
4,45,1
4,46,1
4,47,1
4,48,1
4,49,1
5,0,0
5,1,0
5,2,1
5,3,0
5,4,1
5,5,0
5,6,0
5,7,1
5,8,1
5,9,1
5,10,1
5,11,0
5,12,1
5,13,1
5,14,0
5,15,1
5,16,1
5,17,1
5,18,0
5,19,1
5,20,1
5,21,0
5,22,1
5,23,0
5,24,1
5,25,1
5,26,0
5,27,1
5,28,1
5,29,1
5,30,1
5,31,1
5,32,1
5,33,1
5,34,1
5,35,0
5,36,1
5,37,1
5,38,1
5,39,0
5,40,0
5,41,0
5,42,0
5,43,1
5,44,0
5,45,0
5,46,0
5,47,1
5,48,1
5,49,1
6,0,0
6,1,1
6,2,1
6,3,1
6,4,1
6,5,1
6,6,1
6,7,1
6,8,1
6,9,1
6,10,1
6,11,0
6,12,1
6,13,0
6,14,1
6,15,1
6,16,1
6,17,0
6,18,1
6,19,0
6,20,1
6,21,1
6,22,1
6,23,0
6,24,0
6,25,1
6,26,1
6,27,1
6,28,0
6,29,0
6,30,1
6,31,1
6,32,0
6,33,1
6,34,1
6,35,0
6,36,1
6,37,1
6,38,1
6,39,1
6,40,0
6,41,0
6,42,1
6,43,1
6,44,1
6,45,1
6,46,1
6,47,1
6,48,1
6,49,1
7,0,0
7,1,1
7,2,0
7,3,0
7,4,0
7,5,0
7,6,0
7,7,1
7,8,1
7,9,1
7,10,0
7,11,1
7,12,1
7,13,1
7,14,1
7,15,1
7,16,0
7,17,1
7,18,1
7,19,0
7,20,1
7,21,0
7,22,1
7,23,1
7,24,1
7,25,0
7,26,0
7,27,1
7,28,1
7,29,0
7,30,0
7,31,1
7,32,0
7,33,1
7,34,1
7,35,0
7,36,0
7,37,1
7,38,0
7,39,1
7,40,0
7,41,0
7,42,0
7,43,0
7,44,1
7,45,1
7,46,1
7,47,0
7,48,0
7,49,0
8,0,0
8,1,0
8,2,0
8,3,0
8,4,0
8,5,0
8,6,0
8,7,0
8,8,0
8,9,1
8,10,0
8,11,0
8,12,1
8,13,1
8,14,1
8,15,1
8,16,0
8,17,0
8,18,0
8,19,0
8,20,1
8,21,0
8,22,1
8,23,0
8,24,0
8,25,0
8,26,0
8,27,1
8,28,0
8,29,1
8,30,0
8,31,1
8,32,0
8,33,0
8,34,0
8,35,0
8,36,1
8,37,1
8,38,0
8,39,1
8,40,0
8,41,0
8,42,0
8,43,1
8,44,0
8,45,1
8,46,1
8,47,0
8,48,1
8,49,0
9,0,0
9,1,0
9,2,1
9,3,0
9,4,1
9,5,0
9,6,1
9,7,1
9,8,1
9,9,1
9,10,1
9,11,0
9,12,0
9,13,1
9,14,1
9,15,1
9,16,1
9,17,1
9,18,1
9,19,1
9,20,1
9,21,1
9,22,0
9,23,1
9,24,1
9,25,1
9,26,1
9,27,1
9,28,1
9,29,1
9,30,1
9,31,0
9,32,1
9,33,1
9,34,0
9,35,1
9,36,1
9,37,1
9,38,0
9,39,1
9,40,1
9,41,1
9,42,1
9,43,0
9,44,1
9,45,1
9,46,1
9,47,1
9,48,0
9,49,0
10,0,0
10,1,1
10,2,0
10,3,1
10,4,0
10,5,0
10,6,1
10,7,1
10,8,1
10,9,1
10,10,0
10,11,1
10,12,0
10,13,1
10,14,1
10,15,1
10,16,1
10,17,0
10,18,1
10,19,0
10,20,1
10,21,0
10,22,1
10,23,1
10,24,0
10,25,1
10,26,0
10,27,1
10,28,0
10,29,1
10,30,0
10,31,1
10,32,0
10,33,1
10,34,1
10,35,0
10,36,0
10,37,1
10,38,0
10,39,1
10,40,0
10,41,1
10,42,1
10,43,1
10,44,0
10,45,1
10,46,1
10,47,1
10,48,1
10,49,0
11,0,0
11,1,1
11,2,1
11,3,0
11,4,1
11,5,0
11,6,0
11,7,0
11,8,1
11,9,1
11,10,0
11,11,0
11,12,0
11,13,1
11,14,0
11,15,1
11,16,0
11,17,0
11,18,0
11,19,1
11,20,1
11,21,0
11,22,0
11,23,0
11,24,0
11,25,0
11,26,1
11,27,1
11,28,1
11,29,0
11,30,0
11,31,1
11,32,0
11,33,1
11,34,0
11,35,1
11,36,0
11,37,1
11,38,0
11,39,0
11,40,0
11,41,0
11,42,1
11,43,0
11,44,0
11,45,0
11,46,0
11,47,0
11,48,0
11,49,1
12,0,0
12,1,0
12,2,1
12,3,1
12,4,1
12,5,0
12,6,0
12,7,1
12,8,1
12,9,1
12,10,1
12,11,0
12,12,1
12,13,0
12,14,1
12,15,1
12,16,1
12,17,1
12,18,1
12,19,1
12,20,1
12,21,1
12,22,1
12,23,1
12,24,0
12,25,1
12,26,1
12,27,1
12,28,0
12,29,1
12,30,1
12,31,1
12,32,0
12,33,1
12,34,0
12,35,1
12,36,1
12,37,1
12,38,1
12,39,1
12,40,1
12,41,1
12,42,0
12,43,1
12,44,0
12,45,1
12,46,1
12,47,1
12,48,1
12,49,1
13,0,0
13,1,0
13,2,1
13,3,0
13,4,0
13,5,1
13,6,1
13,7,1
13,8,0
13,9,1
13,10,0
13,11,1
13,12,1
13,13,0
13,14,1
13,15,1
13,16,0
13,17,1
13,18,1
13,19,1
13,20,1
13,21,0
13,22,1
13,23,1
13,24,1
13,25,0
13,26,1
13,27,1
13,28,1
13,29,0
13,30,0
13,31,1
13,32,0
13,33,1
13,34,0
13,35,1
13,36,1
13,37,1
13,38,0
13,39,1
13,40,0
13,41,0
13,42,1
13,43,1
13,44,1
13,45,1
13,46,1
13,47,0
13,48,1
13,49,1
14,0,0
14,1,0
14,2,0
14,3,0
14,4,1
14,5,0
14,6,1
14,7,1
14,8,1
14,9,0
14,10,0
14,11,1
14,12,1
14,13,1
14,14,0
14,15,1
14,16,1
14,17,0
14,18,1
14,19,0
14,20,1
14,21,1
14,22,1
14,23,1
14,24,1
14,25,1
14,26,0
14,27,1
14,28,0
14,29,1
14,30,1
14,31,1
14,32,0
14,33,1
14,34,0
14,35,1
14,36,1
14,37,1
14,38,1
14,39,1
14,40,1
14,41,1
14,42,0
14,43,1
14,44,0
14,45,1
14,46,1
14,47,1
14,48,1
14,49,1
15,0,1
15,1,1
15,2,1
15,3,1
15,4,0
15,5,1
15,6,1
15,7,1
15,8,1
15,9,1
15,10,1
15,11,1
15,12,1
15,13,1
15,14,1
15,15,1
15,16,1
15,17,1
15,18,1
15,19,1
15,20,1
15,21,1
15,22,1
15,23,0
15,24,1
15,25,1
15,26,1
15,27,1
15,28,1
15,29,0
15,30,1
15,31,1
15,32,0
15,33,1
15,34,1
15,35,1
15,36,1
15,37,1
15,38,1
15,39,1
15,40,0
15,41,1
15,42,1
15,43,1
15,44,1
15,45,1
15,46,1
15,47,1
15,48,1
15,49,1
16,0,1
16,1,0
16,2,0
16,3,0
16,4,0
16,5,0
16,6,0
16,7,0
16,8,1
16,9,1
16,10,0
16,11,1
16,12,0
16,13,0
16,14,0
16,15,1
16,16,0
16,17,0
16,18,1
16,19,0
16,20,1
16,21,0
16,22,1
16,23,0
16,24,1
16,25,1
16,26,0
16,27,0
16,28,1
16,29,0
16,30,1
16,31,1
16,32,0
16,33,1
16,34,0
16,35,0
16,36,1
16,37,0
16,38,0
16,39,1
16,40,0
16,41,0
16,42,0
16,43,1
16,44,0
16,45,1
16,46,1
16,47,1
16,48,1
16,49,1
17,0,1
17,1,1
17,2,0
17,3,1
17,4,1
17,5,0
17,6,1
17,7,0
17,8,1
17,9,1
17,10,0
17,11,1
17,12,1
17,13,1
17,14,0
17,15,1
17,16,1
17,17,1
17,18,0
17,19,0
17,20,1
17,21,1
17,22,1
17,23,0
17,24,1
17,25,1
17,26,1
17,27,1
17,28,1
17,29,1
17,30,1
17,31,1
17,32,0
17,33,1
17,34,1
17,35,1
17,36,1
17,37,1
17,38,1
17,39,0
17,40,1
17,41,1
17,42,1
17,43,1
17,44,1
17,45,0
17,46,1
17,47,1
17,48,1
17,49,1
18,0,0
18,1,0
18,2,0
18,3,0
18,4,1
18,5,0
18,6,0
18,7,0
18,8,1
18,9,0
18,10,0
18,11,0
18,12,0
18,13,1
18,14,0
18,15,0
18,16,0
18,17,0
18,18,0
18,19,0
18,20,1
18,21,0
18,22,0
18,23,1
18,24,1
18,25,0
18,26,1
18,27,0
18,28,1
18,29,1
18,30,1
18,31,0
18,32,0
18,33,0
18,34,0
18,35,1
18,36,0
18,37,0
18,38,0
18,39,0
18,40,0
18,41,0
18,42,0
18,43,1
18,44,0
18,45,1
18,46,0
18,47,0
18,48,0
18,49,0
19,0,1
19,1,1
19,2,1
19,3,1
19,4,1
19,5,1
19,6,0
19,7,1
19,8,1
19,9,1
19,10,1
19,11,1
19,12,1
19,13,1
19,14,1
19,15,1
19,16,1
19,17,1
19,18,1
19,19,1
19,20,1
19,21,1
19,22,1
19,23,1
19,24,1
19,25,1
19,26,1
19,27,1
19,28,1
19,29,1
19,30,1
19,31,1
19,32,1
19,33,1
19,34,1
19,35,1
19,36,1
19,37,1
19,38,1
19,39,1
19,40,0
19,41,1
19,42,1
19,43,1
19,44,1
19,45,1
19,46,1
19,47,1
19,48,1
19,49,1
20,0,0
20,1,1
20,2,1
20,3,1
20,4,1
20,5,1
20,6,1
20,7,1
20,8,1
20,9,1
20,10,1
20,11,1
20,12,1
20,13,1
20,14,1
20,15,1
20,16,1
20,17,1
20,18,1
20,19,1
20,20,1
20,21,0
20,22,1
20,23,1
20,24,1
20,25,1
20,26,1
20,27,1
20,28,1
20,29,0
20,30,0
20,31,1
20,32,1
20,33,1
20,34,1
20,35,0
20,36,1
20,37,1
20,38,1
20,39,1
20,40,0
20,41,1
20,42,1
20,43,1
20,44,1
20,45,1
20,46,1
20,47,1
20,48,1
20,49,1
21,0,1
21,1,1
21,2,0
21,3,1
21,4,0
21,5,0
21,6,0
21,7,1
21,8,1
21,9,1
21,10,1
21,11,0
21,12,1
21,13,1
21,14,1
21,15,1
21,16,1
21,17,0
21,18,1
21,19,1
21,20,1
21,21,0
21,22,1
21,23,1
21,24,1
21,25,1
21,26,0
21,27,1
21,28,1
21,29,0
21,30,1
21,31,1
21,32,0
21,33,1
21,34,1
21,35,0
21,36,1
21,37,1
21,38,0
21,39,0
21,40,0
21,41,0
21,42,1
21,43,1
21,44,0
21,45,1
21,46,1
21,47,1
21,48,1
21,49,1
22,0,1
22,1,1
22,2,0
22,3,0
22,4,1
22,5,1
22,6,1
22,7,1
22,8,1
22,9,1
22,10,0
22,11,0
22,12,1
22,13,1
22,14,1
22,15,1
22,16,1
22,17,1
22,18,0
22,19,0
22,20,1
22,21,0
22,22,1
22,23,1
22,24,1
22,25,1
22,26,1
22,27,1
22,28,1
22,29,1
22,30,1
22,31,1
22,32,0
22,33,1
22,34,1
22,35,1
22,36,1
22,37,1
22,38,1
22,39,0
22,40,1
22,41,1
22,42,0
22,43,1
22,44,1
22,45,1
22,46,1
22,47,1
22,48,1
22,49,1
23,0,0
23,1,0
23,2,0
23,3,0
23,4,1
23,5,0
23,6,1
23,7,0
23,8,1
23,9,0
23,10,0
23,11,0
23,12,0
23,13,1
23,14,1
23,15,0
23,16,0
23,17,1
23,18,0
23,19,0
23,20,0
23,21,1
23,22,1
23,23,0
23,24,1
23,25,0
23,26,1
23,27,0
23,28,1
23,29,1
23,30,1
23,31,1
23,32,0
23,33,0
23,34,0
23,35,1
23,36,1
23,37,0
23,38,0
23,39,0
23,40,1
23,41,1
23,42,1
23,43,1
23,44,0
23,45,1
23,46,1
23,47,1
23,48,1
23,49,0
24,0,0
24,1,1
24,2,0
24,3,0
24,4,1
24,5,1
24,6,0
24,7,0
24,8,1
24,9,1
24,10,0
24,11,0
24,12,1
24,13,1
24,14,0
24,15,1
24,16,0
24,17,0
24,18,1
24,19,0
24,20,1
24,21,1
24,22,1
24,23,0
24,24,0
24,25,1
24,26,0
24,27,1
24,28,1
24,29,1
24,30,1
24,31,1
24,32,0
24,33,1
24,34,0
24,35,1
24,36,1
24,37,1
24,38,0
24,39,0
24,40,1
24,41,1
24,42,0
24,43,1
24,44,0
24,45,1
24,46,0
24,47,1
24,48,1
24,49,1
25,0,1
25,1,0
25,2,0
25,3,0
25,4,0
25,5,1
25,6,0
25,7,0
25,8,0
25,9,0
25,10,1
25,11,0
25,12,1
25,13,0
25,14,0
25,15,0
25,16,1
25,17,1
25,18,0
25,19,1
25,20,1
25,21,0
25,22,0
25,23,0
25,24,0
25,25,1
25,26,1
25,27,0
25,28,1
25,29,0
25,30,1
25,31,1
25,32,0
25,33,1
25,34,0
25,35,0
25,36,1
25,37,1
25,38,1
25,39,0
25,40,0
25,41,0
25,42,1
25,43,1
25,44,0
25,45,0
25,46,0
25,47,1
25,48,1
25,49,1
26,0,0
26,1,0
26,2,1
26,3,0
26,4,0
26,5,0
26,6,1
26,7,0
26,8,1
26,9,1
26,10,1
26,11,0
26,12,1
26,13,0
26,14,0
26,15,1
26,16,1
26,17,1
26,18,1
26,19,1
26,20,1
26,21,0
26,22,0
26,23,0
26,24,1
26,25,1
26,26,1
26,27,1
26,28,1
26,29,0
26,30,1
26,31,1
26,32,1
26,33,1
26,34,1
26,35,0
26,36,1
26,37,0
26,38,0
26,39,0
26,40,0
26,41,0
26,42,1
26,43,1
26,44,0
26,45,0
26,46,1
26,47,0
26,48,1
26,49,0
27,0,0
27,1,1
27,2,1
27,3,0
27,4,0
27,5,1
27,6,1
27,7,1
27,8,1
27,9,1
27,10,1
27,11,0
27,12,0
27,13,1
27,14,0
27,15,1
27,16,0
27,17,1
27,18,0
27,19,1
27,20,1
27,21,0
27,22,1
27,23,0
27,24,1
27,25,0
27,26,1
27,27,1
27,28,1
27,29,0
27,30,0
27,31,1
27,32,1
27,33,1
27,34,1
27,35,1
27,36,0
27,37,1
27,38,1
27,39,1
27,40,0
27,41,0
27,42,0
27,43,0
27,44,1
27,45,0
27,46,0
27,47,1
27,48,1
27,49,1
28,0,0
28,1,1
28,2,0
28,3,1
28,4,1
28,5,1
28,6,1
28,7,0
28,8,0
28,9,1
28,10,1
28,11,0
28,12,1
28,13,1
28,14,0
28,15,1
28,16,1
28,17,1
28,18,0
28,19,1
28,20,1
28,21,1
28,22,1
28,23,0
28,24,1
28,25,0
28,26,1
28,27,0
28,28,1
28,29,1
28,30,1
28,31,1
28,32,1
28,33,0
28,34,0
28,35,1
28,36,1
28,37,1
28,38,1
28,39,0
28,40,0
28,41,1
28,42,1
28,43,1
28,44,1
28,45,0
28,46,0
28,47,1
28,48,1
28,49,1
29,0,0
29,1,0
29,2,1
29,3,1
29,4,0
29,5,1
29,6,1
29,7,1
29,8,1
29,9,1
29,10,1
29,11,0
29,12,1
29,13,1
29,14,1
29,15,1
29,16,1
29,17,1
29,18,1
29,19,1
29,20,1
29,21,0
29,22,1
29,23,0
29,24,1
29,25,1
29,26,1
29,27,1
29,28,1
29,29,0
29,30,1
29,31,1
29,32,1
29,33,1
29,34,0
29,35,0
29,36,1
29,37,1
29,38,1
29,39,1
29,40,0
29,41,0
29,42,1
29,43,1
29,44,1
29,45,1
29,46,1
29,47,1
29,48,1
29,49,1
30,0,1
30,1,0
30,2,0
30,3,0
30,4,1
30,5,0
30,6,0
30,7,0
30,8,0
30,9,1
30,10,0
30,11,1
30,12,1
30,13,1
30,14,1
30,15,0
30,16,0
30,17,0
30,18,1
30,19,0
30,20,1
30,21,0
30,22,1
30,23,1
30,24,0
30,25,1
30,26,1
30,27,0
30,28,0
30,29,0
30,30,1
30,31,1
30,32,0
30,33,1
30,34,0
30,35,0
30,36,1
30,37,1
30,38,0
30,39,1
30,40,1
30,41,0
30,42,0
30,43,1
30,44,0
30,45,1
30,46,1
30,47,1
30,48,1
30,49,1
31,0,1
31,1,0
31,2,0
31,3,0
31,4,0
31,5,0
31,6,1
31,7,0
31,8,0
31,9,0
31,10,1
31,11,1
31,12,0
31,13,0
31,14,1
31,15,0
31,16,0
31,17,1
31,18,1
31,19,1
31,20,0
31,21,1
31,22,1
31,23,1
31,24,1
31,25,0
31,26,0
31,27,0
31,28,0
31,29,0
31,30,1
31,31,1
31,32,1
31,33,0
31,34,0
31,35,1
31,36,0
31,37,0
31,38,0
31,39,1
31,40,1
31,41,1
31,42,0
31,43,0
31,44,1
31,45,1
31,46,1
31,47,0
31,48,0
31,49,0
32,0,0
32,1,0
32,2,1
32,3,0
32,4,0
32,5,1
32,6,1
32,7,0
32,8,1
32,9,0
32,10,1
32,11,0
32,12,1
32,13,0
32,14,0
32,15,0
32,16,0
32,17,1
32,18,0
32,19,1
32,20,1
32,21,0
32,22,1
32,23,0
32,24,1
32,25,0
32,26,1
32,27,0
32,28,1
32,29,0
32,30,1
32,31,1
32,32,1
32,33,1
32,34,0
32,35,1
32,36,1
32,37,1
32,38,1
32,39,0
32,40,0
32,41,1
32,42,1
32,43,1
32,44,1
32,45,0
32,46,1
32,47,1
32,48,1
32,49,1
33,0,0
33,1,0
33,2,1
33,3,0
33,4,1
33,5,1
33,6,0
33,7,1
33,8,0
33,9,1
33,10,1
33,11,0
33,12,1
33,13,1
33,14,1
33,15,1
33,16,1
33,17,1
33,18,1
33,19,1
33,20,1
33,21,1
33,22,1
33,23,0
33,24,0
33,25,1
33,26,1
33,27,1
33,28,1
33,29,1
33,30,1
33,31,1
33,32,1
33,33,1
33,34,0
33,35,1
33,36,1
33,37,1
33,38,1
33,39,0
33,40,1
33,41,1
33,42,1
33,43,1
33,44,1
33,45,1
33,46,1
33,47,1
33,48,1
33,49,1
34,0,1
34,1,1
34,2,1
34,3,1
34,4,0
34,5,0
34,6,0
34,7,1
34,8,1
34,9,0
34,10,0
34,11,1
34,12,1
34,13,1
34,14,0
34,15,1
34,16,1
34,17,1
34,18,0
34,19,0
34,20,1
34,21,0
34,22,1
34,23,1
34,24,0
34,25,0
34,26,0
34,27,1
34,28,0
34,29,0
34,30,1
34,31,1
34,32,0
34,33,1
34,34,1
34,35,1
34,36,1
34,37,1
34,38,1
34,39,1
34,40,0
34,41,0
34,42,0
34,43,1
34,44,0
34,45,1
34,46,1
34,47,1
34,48,1
34,49,1
35,0,0
35,1,0
35,2,0
35,3,1
35,4,0
35,5,0
35,6,0
35,7,0
35,8,1
35,9,1
35,10,0
35,11,0
35,12,1
35,13,0
35,14,0
35,15,1
35,16,1
35,17,0
35,18,1
35,19,0
35,20,1
35,21,0
35,22,0
35,23,0
35,24,0
35,25,1
35,26,0
35,27,1
35,28,0
35,29,1
35,30,1
35,31,1
35,32,0
35,33,0
35,34,0
35,35,1
35,36,1
35,37,1
35,38,0
35,39,0
35,40,1
35,41,0
35,42,1
35,43,1
35,44,0
35,45,0
35,46,0
35,47,1
35,48,0
35,49,1
36,0,0
36,1,0
36,2,1
36,3,1
36,4,0
36,5,0
36,6,1
36,7,0
36,8,0
36,9,1
36,10,1
36,11,0
36,12,0
36,13,0
36,14,0
36,15,1
36,16,1
36,17,1
36,18,0
36,19,1
36,20,1
36,21,0
36,22,0
36,23,0
36,24,1
36,25,1
36,26,1
36,27,1
36,28,1
36,29,0
36,30,1
36,31,0
36,32,0
36,33,0
36,34,0
36,35,0
36,36,1
36,37,1
36,38,1
36,39,1
36,40,0
36,41,1
36,42,0
36,43,1
36,44,1
36,45,0
36,46,0
36,47,1
36,48,1
36,49,1
37,0,1
37,1,1
37,2,0
37,3,1
37,4,1
37,5,0
37,6,1
37,7,1
37,8,1
37,9,1
37,10,0
37,11,0
37,12,1
37,13,1
37,14,1
37,15,1
37,16,1
37,17,1
37,18,0
37,19,1
37,20,1
37,21,1
37,22,1
37,23,1
37,24,1
37,25,1
37,26,1
37,27,1
37,28,1
37,29,1
37,30,1
37,31,1
37,32,0
37,33,1
37,34,1
37,35,1
37,36,1
37,37,1
37,38,1
37,39,1
37,40,1
37,41,1
37,42,0
37,43,1
37,44,1
37,45,1
37,46,0
37,47,1
37,48,1
37,49,1
38,0,0
38,1,1
38,2,1
38,3,1
38,4,1
38,5,1
38,6,1
38,7,0
38,8,1
38,9,0
38,10,1
38,11,0
38,12,1
38,13,0
38,14,0
38,15,0
38,16,1
38,17,1
38,18,0
38,19,1
38,20,1
38,21,1
38,22,0
38,23,1
38,24,1
38,25,1
38,26,1
38,27,0
38,28,1
38,29,1
38,30,1
38,31,1
38,32,1
38,33,0
38,34,1
38,35,1
38,36,1
38,37,0
38,38,1
38,39,0
38,40,1
38,41,1
38,42,1
38,43,1
38,44,1
38,45,0
38,46,1
38,47,1
38,48,1
38,49,1
39,0,0
39,1,0
39,2,0
39,3,1
39,4,0
39,5,0
39,6,0
39,7,0
39,8,0
39,9,0
39,10,0
39,11,0
39,12,1
39,13,0
39,14,1
39,15,0
39,16,1
39,17,0
39,18,1
39,19,0
39,20,1
39,21,0
39,22,0
39,23,1
39,24,0
39,25,0
39,26,0
39,27,0
39,28,1
39,29,0
39,30,1
39,31,1
39,32,0
39,33,0
39,34,0
39,35,0
39,36,1
39,37,1
39,38,1
39,39,1
39,40,0
39,41,0
39,42,0
39,43,1
39,44,0
39,45,1
39,46,1
39,47,1
39,48,1
39,49,1
40,0,1
40,1,1
40,2,0
40,3,0
40,4,1
40,5,0
40,6,0
40,7,1
40,8,1
40,9,1
40,10,1
40,11,1
40,12,0
40,13,1
40,14,0
40,15,1
40,16,0
40,17,1
40,18,1
40,19,0
40,20,1
40,21,0
40,22,1
40,23,1
40,24,0
40,25,0
40,26,0
40,27,1
40,28,0
40,29,0
40,30,1
40,31,0
40,32,0
40,33,1
40,34,1
40,35,1
40,36,1
40,37,1
40,38,0
40,39,1
40,40,1
40,41,0
40,42,0
40,43,1
40,44,1
40,45,1
40,46,1
40,47,0
40,48,0
40,49,0
41,0,0
41,1,0
41,2,1
41,3,0
41,4,0
41,5,1
41,6,1
41,7,0
41,8,0
41,9,1
41,10,1
41,11,0
41,12,1
41,13,1
41,14,1
41,15,0
41,16,1
41,17,1
41,18,1
41,19,1
41,20,0
41,21,0
41,22,1
41,23,1
41,24,1
41,25,1
41,26,1
41,27,1
41,28,1
41,29,1
41,30,1
41,31,1
41,32,1
41,33,0
41,34,0
41,35,1
41,36,1
41,37,0
41,38,0
41,39,0
41,40,1
41,41,1
41,42,1
41,43,1
41,44,1
41,45,1
41,46,1
41,47,1
41,48,1
41,49,1
42,0,0
42,1,0
42,2,0
42,3,0
42,4,1
42,5,0
42,6,0
42,7,1
42,8,1
42,9,0
42,10,0
42,11,0
42,12,0
42,13,0
42,14,0
42,15,0
42,16,0
42,17,1
42,18,0
42,19,0
42,20,0
42,21,0
42,22,1
42,23,0
42,24,0
42,25,0
42,26,0
42,27,0
42,28,0
42,29,1
42,30,1
42,31,1
42,32,0
42,33,1
42,34,0
42,35,1
42,36,1
42,37,0
42,38,0
42,39,0
42,40,1
42,41,1
42,42,0
42,43,0
42,44,0
42,45,1
42,46,0
42,47,0
42,48,1
42,49,0
43,0,1
43,1,1
43,2,0
43,3,0
43,4,0
43,5,0
43,6,1
43,7,1
43,8,1
43,9,1
43,10,1
43,11,1
43,12,1
43,13,1
43,14,1
43,15,1
43,16,1
43,17,1
43,18,1
43,19,1
43,20,1
43,21,1
43,22,1
43,23,1
43,24,1
43,25,0
43,26,1
43,27,1
43,28,1
43,29,1
43,30,1
43,31,0
43,32,1
43,33,1
43,34,1
43,35,1
43,36,1
43,37,1
43,38,0
43,39,1
43,40,1
43,41,1
43,42,1
43,43,1
43,44,1
43,45,1
43,46,1
43,47,1
43,48,1
43,49,1
44,0,1
44,1,1
44,2,0
44,3,1
44,4,1
44,5,0
44,6,1
44,7,1
44,8,1
44,9,0
44,10,1
44,11,1
44,12,1
44,13,1
44,14,1
44,15,0
44,16,1
44,17,1
44,18,1
44,19,0
44,20,1
44,21,1
44,22,1
44,23,1
44,24,1
44,25,1
44,26,1
44,27,1
44,28,1
44,29,1
44,30,1
44,31,1
44,32,1
44,33,1
44,34,0
44,35,1
44,36,1
44,37,1
44,38,1
44,39,1
44,40,1
44,41,1
44,42,1
44,43,1
44,44,1
44,45,1
44,46,1
44,47,1
44,48,1
44,49,1
45,0,0
45,1,1
45,2,0
45,3,1
45,4,1
45,5,0
45,6,0
45,7,0
45,8,0
45,9,1
45,10,0
45,11,0
45,12,0
45,13,1
45,14,1
45,15,1
45,16,1
45,17,1
45,18,0
45,19,0
45,20,1
45,21,1
45,22,0
45,23,0
45,24,0
45,25,0
45,26,0
45,27,0
45,28,0
45,29,1
45,30,1
45,31,0
45,32,0
45,33,1
45,34,1
45,35,1
45,36,1
45,37,1
45,38,0
45,39,0
45,40,1
45,41,1
45,42,0
45,43,1
45,44,0
45,45,1
45,46,1
45,47,1
45,48,0
45,49,1
46,0,0
46,1,0
46,2,0
46,3,1
46,4,0
46,5,0
46,6,0
46,7,0
46,8,1
46,9,1
46,10,0
46,11,0
46,12,1
46,13,1
46,14,1
46,15,1
46,16,1
46,17,0
46,18,1
46,19,0
46,20,1
46,21,0
46,22,1
46,23,0
46,24,0
46,25,1
46,26,0
46,27,0
46,28,0
