user_id,correct,assignment_id
687,1,20
687,1,21
687,1,22
687,0,23
687,0,23
687,1,23
687,1,24
687,1,25
687,1,26
687,1,27
687,1,28
687,0,29
687,1,29
687,1,30
687,1,31
687,1,32
687,1,33
687,1,34
687,1,35
687,1,36
687,1,37
687,1,38
687,1,39
687,1,40
687,1,41
687,1,42
687,1,43
687,1,44
687,1,45
687,0,46
687,1,46
687,0,47
687,0,47
687,1,47
687,0,48
687,1,48
687,1,49
687,1,50
687,1,51
687,1,52
687,0,53
687,0,53
687,0,53
687,0,53
687,1,53
687,1,54
687,1,55
687,1,56
687,1,57
687,0,58
687,0,58
687,0,58
687,0,58
687,0,58
687,1,58
687,1,59
687,0,60
687,1,60
687,0,61
687,0,61
687,0,61
687,0,61
687,0,61
687,0,61
687,0,61
687,0,61
687,0,61
687,0,61
687,0,61
687,1,61
687,1,62
687,1,63
1350,1,0
1350,1,1
171,1,0
171,1,1
171,1,2
171,1,3
171,0,4
171,1,4
171,1,5
171,1,6
1081,1,0
1081,0,1
1081,1,1
2229,1,0
2229,1,1
2229,1,2
2229,0,3
2229,0,3
2229,0,3
2229,0,3
2229,0,3
2229,0,3
2229,0,3
2229,0,3
2229,0,3
2229,0,3
2229,0,3
2229,0,3
2229,1,3
2229,0,4
2229,0,4
2229,0,4
2229,0,4
2229,0,4
2229,0,4
2229,0,4
2229,0,4
2229,1,4
2229,1,5
2229,1,6
2229,0,7
2229,0,7
2229,1,7
2229,0,8
2229,0,8
2229,1,8
2229,1,9
2229,1,10
2229,1,11
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,0,12
2229,1,12
2229,1,13
2229,0,14
2229,0,14
2229,0,14
2229,0,14
2229,0,14
2229,1,14
2229,0,15
2229,1,15
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,0,16
2229,1,17
2229,0,18
2229,0,18
2229,0,18
2229,0,18
2229,1,18
2229,1,19
2229,0,20
2229,0,20
2229,0,20
2229,0,20
2229,0,20
2229,0,20
2229,0,21
2229,0,22
2229,1,22
2229,0,24
2229,0,24
2229,0,24
2229,0,24
2229,0,24
2229,0,24
2229,0,24
2229,0,24
2229,0,24
2229,0,24
2229,0,24
2229,0,25
2229,1,25
2229,1,28
2229,0,29
2229,0,29
2229,0,29
2229,0,29
2229,0,29
2229,0,29
2229,0,29
2229,0,29
2229,0,29
2229,1,29
2229,1,30
2229,1,31
2229,0,32
2229,0,32
2229,0,32
2229,0,32
2229,1,32
2229,0,34
2229,0,34
2229,0,36
2229,0,36
2229,1,41
2229,0,42
2229,1,42
2229,0,44
2229,0,44
2229,0,44
2229,0,44
2229,0,44
2229,0,44
2229,0,44
2229,0,44
2229,0,44
2229,0,44
2229,0,44
2229,0,44
2229,0,44
2229,0,44
2229,1,63
3280,1,0
3280,1,1
3280,1,2
3280,0,3
3280,1,3
3280,1,4
3280,0,5
3280,1,5
3280,1,6
3280,1,7
3280,1,8
3280,1,9
3280,1,10
3280,1,11
3280,1,12
3280,0,13
3280,1,13
3280,0,14
3280,1,14
3280,1,15
3280,1,16
3280,1,17
3280,1,18
3280,1,19
3280,1,20
3280,1,21
3280,1,22
3280,0,23
3280,1,23
3280,1,24
3280,0,25
3280,1,25
3280,0,26
3280,1,26
3280,1,27
3280,1,28
3280,1,29
3280,1,29
3280,1,30
3280,1,31
3280,1,32
3280,1,33
3280,1,34
3280,1,35
3280,1,36
3280,1,37
3280,0,38
3280,1,38
3280,0,39
3280,0,39
3280,0,39
3280,0,39
3280,0,39
3280,1,39
3280,1,39
3280,1,40
3280,1,41
3280,1,42
3280,1,43
3280,0,44
3280,1,44
3280,1,44
3280,0,45
3280,1,45
3280,1,46
3280,0,47
3280,1,47
3280,1,48
3280,1,49
3280,1,50
3280,1,51
3280,0,52
3280,0,52
3280,0,52
3280,0,52
3280,0,52
3280,0,52
3280,0,52
3280,0,52
3280,0,52
3280,0,52
3280,0,52
3280,1,52
3280,0,54
3280,0,54
3280,0,54
3280,0,54
3280,1,54
3280,1,63
1676,1,0
1676,0,0
1676,0,0
1676,0,0
1676,1,0
1676,1,1
1676,0,2
1676,0,2
1676,0,2
1676,0,2
1676,0,2
1676,1,6
1676,1,7
1676,0,8
1676,1,8
1676,0,9
1676,0,9
1676,0,10
1676,0,10
1676,1,10
1676,0,11
1676,0,11
1676,0,11
1676,1,25
1676,1,26
1676,0,26
1676,0,26
1676,1,32
1676,1,33
1676,1,34
1676,1,36
1676,0,37
1676,1,37
1676,0,38
1676,0,38
1676,0,38
1676,0,38
1676,0,38
1676,1,38
1676,1,38
1676,1,39
1676,1,40
1676,1,41
1676,0,46
1676,0,47
1676,0,47
1676,0,47
1676,0,47
1676,0,47
1676,0,53
1676,0,54
1676,0,54
1676,0,54
1676,1,54
1676,1,54
1676,0,58
1676,0,58
1676,0,58
1676,0,58
1676,0,58
1676,0,58
1676,0,62
1676,0,62
1676,0,62
830,1,0
830,1,1
830,0,3
830,0,3
830,0,3
830,1,4
830,1,5
7,1,0
7,1,1
7,1,2
7,0,3
7,0,3
7,0,3
7,0,3
7,1,3
7,0,4
7,0,4
7,0,4
7,0,4
7,0,4
7,0,4
7,0,4
7,0,4
7,0,4
7,0,4
7,0,4
7,0,4
7,0,4
7,1,6
7,0,7
7,0,7
7,1,9
7,1,10
3042,0,3
3042,0,3
3042,1,3
798,1,0
798,1,1
798,0,2
798,0,2
798,1,2
798,0,3
798,0,3
798,0,3
798,1,3
798,0,4
798,0,4
798,1,4
798,0,5
798,0,5
798,0,5
798,1,5
2934,0,0
2934,1,0
2934,1,28
2934,1,29
2713,1,0
2713,1,1
2713,1,2
2713,1,3
2713,1,4
2713,1,5
2713,1,6
2713,1,7
2713,1,7
2713,1,8
2713,1,9
2713,1,9
2713,1,10
2713,0,11
2713,1,11
2713,0,12
2713,1,12
2713,1,13
2713,0,14
2713,1,14
2713,1,15
2713,0,16
2713,1,16
2713,1,17
2713,1,18
2713,1,19
2713,1,20
2713,0,21
2713,0,21
2713,0,21
2713,1,21
2713,0,22
2713,1,22
2713,0,23
2713,0,23
2713,0,23
2713,0,23
2713,0,23
2713,0,23
2713,0,23
2713,0,23
2713,0,23
2713,0,23
2713,0,23
2713,0,23
2713,0,23
2713,0,23
2713,0,23
2713,0,23
2713,0,23
2713,1,23
2713,1,24
2713,1,25
2713,1,26
2713,1,27
2713,1,28
2713,1,29
2713,1,29
2713,1,30
2713,1,31
2713,1,32
2713,1,33
2713,1,34
2713,1,35
2713,0,36
2713,0,36
2713,0,36
2713,0,36
2713,0,36
2713,0,36
2713,0,36
2713,0,36
2713,0,36
2713,0,36
2713,0,36
2713,0,36
2713,0,36
2713,0,36
2713,0,36
2713,0,36
2713,0,36
2713,1,36
2713,0,37
2713,1,37
2713,0,38
2713,1,38
2713,1,39
2713,1,39
2713,1,40
2713,1,41
2713,1,42
2713,1,43
2713,1,44
2713,1,45
2713,0,46
2713,0,46
2713,1,46
2713,1,47
2713,0,48
2713,1,48
2713,1,49
2713,1,50
2713,0,51
2713,0,51
2713,1,51
2713,0,52
2713,0,52
2713,1,52
2713,1,53
2713,1,54
2713,1,55
2713,1,55
2713,0,56
2713,1,56
2713,1,57
2713,0,58
2713,0,58
2713,0,58
2713,0,58
2713,0,58
2713,0,58
2713,0,58
2713,0,58
2713,0,58
2713,0,58
2713,0,58
2713,0,58
2713,0,58
2713,0,58
2713,0,58
2713,0,58
2713,0,58
2713,0,58
2713,1,58
2713,1,58
2713,0,59
2713,1,59
2713,0,60
2713,0,60
2713,0,60
2713,0,60
2713,0,60
2713,0,60
2713,1,60
2713,0,61
2713,0,61
2713,0,61
2713,0,61
2713,0,61
2713,0,61
2713,0,61
2713,0,61
2713,0,61
2713,0,61
2713,1,61
2713,1,62
2713,1,63
1296,1,0
1296,1,1
1296,1,2
1296,0,3
1296,0,3
1296,1,3
1296,0,4
1296,0,4
1296,0,4
1296,1,4
1296,1,5
2134,1,0
2134,1,1
2134,1,2
2134,1,3
2134,1,4
2134,1,5
2134,1,6
2134,1,7
2134,1,8
2134,1,9
2134,1,10
2134,1,11
2134,0,12
2134,0,12
2134,0,12
2134,0,12
2134,1,12
2134,1,13
2134,1,14
2134,1,15
2134,1,16
2134,1,17
2134,1,18
2134,1,19
2134,0,20
2134,1,20
2134,1,63
2804,1,0
2804,1,1
2804,1,2
2804,1,3
2804,1,4
2804,1,5
2804,1,6
2804,0,7
2804,0,7
2804,1,7
2804,1,8
2804,1,9
2804,1,10
2804,0,11
2804,1,11
2804,1,12
2804,1,13
2804,0,14
2804,1,14
2804,1,15
2804,1,16
2804,1,17
2804,1,17
2804,1,18
2804,1,19
2804,0,20
2804,1,20
2804,0,21
2804,0,21
2804,1,21
2804,1,22
2804,1,23
2804,1,24
2804,1,25
2804,1,26
2804,0,27
2804,1,27
2804,1,28
2804,1,29
2804,1,30
2804,1,31
2804,1,32
2804,1,33
2804,1,34
2804,0,35
2804,0,35
2804,0,35
2804,0,35
2804,0,35
2804,1,35
2804,1,36
2804,1,37
2804,0,38
2804,1,38
2804,1,39
2804,1,40
2804,0,41
2804,1,41
2804,1,42
2804,0,43
2804,0,43
2804,0,43
2804,0,43
2804,0,43
2804,1,43
2804,0,44
2804,0,44
2804,0,44
2804,0,44
2804,0,44
2804,1,44
2804,0,45
2804,0,45
2804,0,45
2804,1,45
2804,0,46
2804,1,46
2804,0,47
2804,0,47
2804,0,47
2804,0,47
2804,0,47
2804,1,47
2804,1,48
2804,1,49
2804,1,50
2804,0,51
2804,1,51
2804,0,52
2804,0,52
2804,1,52
2804,1,53
2804,0,54
2804,0,54
2804,1,54
2804,0,55
2804,0,55
2804,0,55
2804,1,55
2804,0,56
2804,0,56
2804,0,56
2804,0,56
2804,0,56
2804,0,56
2804,1,57
2804,0,58
2804,0,58
2804,0,58
2804,1,58
2804,1,62
2804,1,63
734,1,0
734,1,1
734,1,2
734,0,3
734,0,3
734,1,3
734,0,4
734,0,4
734,0,4
734,0,4
734,1,4
734,1,5
734,1,6
734,0,7
734,0,7
734,0,7
734,0,7
734,1,7
734,1,8
734,1,9
734,1,10
1661,1,0
1661,1,1
1661,1,2
1661,1,3
1661,0,4
1661,1,4
1661,1,5
1661,1,6
1661,0,7
1661,1,7
1661,1,8
1661,1,9
1661,1,10
1661,0,11
1661,0,11
1661,0,11
1661,0,11
1661,0,11
1661,0,11
1661,0,11
1661,0,11
1661,0,11
1661,0,11
1661,0,11
1661,0,11
1661,0,11
1661,0,11
1661,0,11
1661,0,11
1661,0,11
1661,0,11
1661,1,11
1661,1,12
1661,1,13
1661,0,14
1661,1,14
1661,0,15
1661,0,15
1661,1,15
1661,0,16
1661,1,16
1661,1,17
1661,1,18
1661,0,21
1661,0,21
1661,1,21
1661,1,63
2982,1,0
2982,1,1
2982,1,2
2982,1,3
2982,1,4
2982,1,5
3216,1,0
3216,1,1
3216,1,2
3216,1,3
3216,1,4
3216,1,5
3216,1,6
3216,0,7
3216,0,7
3216,1,7
3216,1,8
3216,1,9
3216,1,10
3216,1,11
3216,0,12
3216,0,12
3216,1,12
3216,1,13
3216,1,14
3216,1,15
3216,0,16
3216,0,16
3216,1,16
3216,1,17
3216,1,18
3216,1,19
3216,1,20
3216,1,21
3216,1,22
3216,1,23
3216,1,24
3216,1,25
3216,1,26
3216,0,27
3216,0,27
3216,0,27
3216,1,27
3216,1,28
3216,1,29
3216,1,30
3216,0,31
3216,1,31
3216,1,32
3216,0,33
3216,1,33
3216,1,34
3216,1,35
3216,1,36
3216,1,37
3216,0,38
3216,0,38
3216,1,38
3216,1,39
3216,1,40
3216,0,41
3216,1,41
3216,1,42
3216,0,43
3216,0,43
3216,1,43
3216,0,44
3216,1,44
3216,1,45
3216,0,46
3216,1,46
3216,0,47
3216,0,47
3216,0,47
3216,0,47
3216,1,47
3216,0,48
3216,0,48
3216,0,48
3216,0,48
3216,0,48
3216,0,48
3216,0,48
3216,0,48
3216,0,48
3216,1,48
3216,1,49
3216,0,50
3216,1,50
3216,0,51
3216,0,51
3216,0,51
3216,0,51
3216,0,51
3216,1,51
3216,1,52
3216,0,53
3216,0,53
3216,0,53
3216,0,53
3216,0,53
3216,0,53
3216,0,53
3216,0,53
3216,0,53
3216,0,53
3216,0,53
3216,0,53
3216,0,53
3216,1,53
3216,0,54
3216,1,54
3216,0,55
3216,0,55
3216,0,55
3216,0,55
3216,0,55
3216,0,55
3216,0,55
3216,0,55
3216,0,55
3216,1,55
3216,0,56
3216,0,56
3216,0,56
3216,1,56
3216,0,57
3216,1,57
3216,1,58
3216,0,59
3216,0,59
3216,1,59
3216,1,60
3216,0,61
3216,0,61
3216,1,61
3216,1,62
3216,1,63
1451,1,0
1451,1,0
1451,1,1
1451,1,2
1451,1,3
1451,1,3
1451,1,3
1451,1,4
1451,1,5
1451,1,6
1451,1,7
1451,1,8
1451,1,9
1451,1,10
1451,1,11
1451,1,12
1451,1,13
1451,1,14
1451,1,15
1451,1,16
1451,1,17
1451,1,18
1451,1,19
1451,1,20
1451,1,21
1451,1,22
1451,1,23
1451,1,24
1451,1,25
1451,1,26
1451,0,27
1451,1,27
1451,1,28
1451,1,29
1451,1,30
1451,1,31
1451,1,32
1451,1,33
1451,1,34
1451,0,35
1451,1,35
1451,1,36
1451,1,37
1451,1,38
1451,1,39
1451,1,40
1451,1,41
1451,1,42
1451,1,43
1451,1,44
1451,1,45
1451,1,46
1451,0,47
1451,1,47
1451,1,48
1451,1,49
1451,1,50
1451,1,51
1451,0,52
1451,1,52
1451,1,53
1451,0,54
1451,1,54
1451,1,55
1451,1,56
1451,1,57
1451,1,58
1451,1,59
1451,1,60
1451,1,61
1451,1,62
1451,0,63
1451,1,63
2392,1,0
2392,1,1
2392,1,2
2392,1,3
2392,1,4
2392,1,5
2392,1,6
2392,1,7
2392,1,8
2392,1,9
2392,1,10
2392,1,11
2392,0,12
2392,1,12
2392,1,13
2392,1,14
2392,1,15
2392,1,16
2392,1,17
2392,1,18
2392,1,19
2392,1,20
2392,1,21
2392,1,22
2392,1,23
2392,1,24
2392,1,25
2392,1,25
2392,1,26
2392,1,27
2392,1,28
2392,1,29
2392,1,30
2392,1,31
2392,1,32
2392,1,33
2392,1,34
2392,1,35
2392,1,36
2392,1,37
2392,0,38
2392,1,38
2392,1,39
2392,1,40
2392,0,41
2392,1,41
2392,1,42
2392,1,43
2392,1,44
2392,0,45
2392,1,45
2392,0,46
2392,1,46
2392,1,47
2392,1,48
2392,1,49
2392,1,50
2392,1,50
2392,1,51
2392,1,52
2392,0,53
2392,0,53
2392,0,53
2392,0,53
2392,0,53
2392,0,53
2392,0,53
2392,0,53
2392,0,53
2392,0,53
2392,0,53
2392,0,53
2392,0,53
2392,0,53
2392,0,53
2392,0,53
2392,0,53
2392,0,53
2392,0,53
2392,0,53
2392,1,53
2392,0,54
2392,1,54
2392,0,55
2392,1,55
2392,1,56
2392,1,57
2392,1,58
2392,1,59
2392,1,60
2392,0,61
2392,0,61
2392,0,61
2392,1,61
2392,1,62
2392,0,63
2392,1,63
1782,1,0
1782,1,1
1782,1,2
1782,1,3
1782,1,4
1782,1,5
1782,1,6
1782,0,7
1782,0,7
1782,1,7
1782,1,8
1782,1,9
1782,1,10
1782,1,11
1782,0,12
1782,0,12
1782,1,12
1782,1,13
1782,1,14
1782,1,15
1782,0,16
1782,1,16
1782,1,17
1782,1,18
1782,1,19
1782,1,20
1782,1,21
1782,1,22
1782,1,23
1782,1,24
1782,0,25
1782,1,25
1782,1,26
1782,1,27
1782,1,28
1782,0,29
1782,1,29
1782,1,30
1782,1,31
1782,1,32
1782,0,33
1782,1,33
1782,0,34
1782,1,34
1782,1,35
1782,1,36
1782,0,37
1782,1,37
1782,0,38
1782,0,38
1782,0,38
1782,0,38
1782,0,38
1782,0,38
1782,0,38
1782,0,38
1782,0,38
1782,0,38
1782,0,38
1782,0,38
1782,0,38
1782,0,38
1782,0,38
1782,0,38
1782,0,38
1782,1,38
1782,1,39
1782,1,40
1782,0,41
1782,1,41
1782,1,42
1782,1,43
1782,0,44
1782,0,44
1782,1,44
1782,1,45
1782,1,46
1782,0,47
1782,0,47
1782,0,47
1782,0,47
1782,0,47
1782,0,47
1782,1,47
1782,1,48
1782,1,49
1782,1,50
1782,1,51
1782,0,52
1782,1,52
1782,0,53
1782,1,53
1782,1,54
1782,0,55
1782,1,55
1782,0,56
1782,1,56
1782,1,57
1782,1,58
1782,0,59
1782,1,59
1782,1,60
1782,1,61
1782,1,62
1782,1,63
2415,0,3
1841,1,0
1841,1,1
1841,1,2
1841,1,3
1841,1,4
1841,1,5
1841,1,6
1841,1,7
1841,1,8
1841,1,9
1841,1,10
1841,1,11
1841,0,12
1841,0,12
1841,0,12
1841,1,12
1841,0,13
1841,1,13
1841,1,14
1841,1,15
1841,1,16
1841,1,17
1841,1,18
1841,1,19
1841,1,20
1841,1,21
1841,1,22
1841,0,23
1841,1,23
1841,1,24
1841,1,25
1841,1,26
1841,0,27
1841,0,27
1841,0,27
1841,0,27
1841,0,27
1841,0,27
1841,0,27
1841,0,27
1841,1,27
1841,1,28
1841,1,29
1841,0,30
1841,1,30
1841,1,31
1841,1,32
1841,1,33
1841,1,34
1841,0,35
1841,1,35
1841,0,36
1841,0,36
1841,1,36
1841,1,37
1841,0,38
1841,0,38
1841,0,38
1841,1,38
1841,1,39
1841,1,40
1841,1,41
1841,1,42
1841,1,43
1841,1,44
1841,1,45
1841,0,46
1841,1,46
1841,0,47
1841,0,47
1841,0,47
1841,0,47
1841,0,47
1841,0,47
1841,0,47
1841,0,47
1841,1,47
1841,1,48
1841,1,49
1841,1,50
1841,0,50
1841,1,51
1841,1,52
1841,0,53
1841,0,53
1841,0,53
1841,1,53
1841,0,54
1841,0,54
1841,0,54
1841,1,54
1841,0,55
1841,1,55
1841,0,56
1841,0,56
1841,0,56
1841,1,56
1841,1,57
1841,0,58
1841,1,58
1841,1,62
1841,1,63
890,1,0
890,1,1
3007,0,0
3007,1,0
3007,1,1
3007,1,2
3007,1,3
3007,1,4
3007,1,5
3007,1,6
3007,0,7
3007,0,7
3007,0,7
3007,1,7
3007,1,8
3007,1,9
3007,1,10
3007,0,11
3007,0,11
3007,0,11
3007,0,11
3007,0,11
3007,0,11
3007,0,11
3007,0,11
3007,0,11
3007,0,11
3007,0,11
3007,0,11
3007,0,11
3007,0,11
3007,0,11
3007,0,11
3007,0,11
3007,0,11
3007,1,11
3007,1,12
3007,0,13
3007,1,13
3007,0,14
3007,0,14
3007,1,14
3007,1,15
3007,1,16
3007,0,63
3007,0,63
3007,1,63
868,1,0
868,1,1
868,1,2
868,1,3
868,1,4
868,0,5
868,1,5
868,1,6
868,1,7
868,0,8
868,1,8
868,1,9
868,1,10
868,0,11
868,1,11
868,1,12
868,0,13
868,0,13
868,0,13
868,0,13
868,1,13
868,0,14
868,0,14
868,1,14
868,1,15
868,0,16
868,1,16
868,1,17
868,0,17
868,1,18
868,1,19
868,1,20
868,1,21
868,1,22
868,1,23
868,1,24
868,1,25
868,0,26
868,1,26
868,1,27
868,1,28
868,1,29
868,1,30
868,1,30
868,1,31
868,1,32
868,1,33
868,1,34
868,1,35
868,1,36
868,1,37
868,1,38
868,1,39
868,1,40
868,0,41
868,0,41
868,0,41
868,0,41
868,0,41
868,0,41
868,1,41
868,1,42
868,1,42
868,1,43
868,1,44
868,1,44
868,1,45
868,0,46
868,1,46
868,1,63
2564,1,0
2564,1,1
2564,1,2
2564,0,3
2564,0,3
2564,1,3
2564,1,4
2564,1,5
2564,1,6
2564,1,7
2564,1,8
2564,1,9
2564,1,10
2564,1,11
2564,0,12
2564,0,12
2564,1,12
2564,1,13
2564,1,14
2564,0,15
2564,1,15
2564,0,16
2564,1,16
2564,1,17
2564,1,18
2564,1,19
2564,1,20
2564,1,21
2564,1,22
2564,1,23
2564,1,24
2564,1,25
2564,1,26
2564,1,27
2564,1,28
2564,1,29
2564,1,30
2564,1,31
2564,1,32
2564,1,33
2564,1,34
2564,0,35
2564,0,35
2564,0,35
2564,0,35
2564,0,35
2564,0,35
2564,0,35
2564,0,35
2564,0,35
2564,1,63
2155,1,0
2155,1,1
2155,1,2
2155,1,3
2155,1,4
2155,1,5
2155,1,6
2155,1,7
2155,1,8
2155,1,9
2155,1,10
2155,1,11
2155,1,12
2155,1,13
2155,1,14
2155,1,15
2155,1,16
2155,1,17
2155,1,18
2155,1,19
2155,1,20
2155,1,21
2155,1,22
2155,1,23
2155,1,24
2155,0,25
2155,0,25
2155,0,25
2155,1,25
2155,1,26
2155,1,27
2155,1,28
2155,1,28
2155,0,29
2155,1,29
2155,1,30
2155,1,31
2155,1,32
2155,0,33
2155,1,33
2155,1,34
2155,0,35
2155,1,35
2155,0,36
2155,1,36
2155,1,37
2155,0,38
2155,1,38
2155,1,39
2155,0,40
2155,1,40
2155,1,41
2155,1,42
2155,1,43
2155,0,44
2155,1,44
2155,1,45
2155,1,46
2155,0,47
2155,0,47
2155,0,47
2155,0,47
2155,0,47
2155,0,47
2155,1,47
2155,1,48
2155,1,49
2155,1,50
2155,1,51
2155,0,52
2155,0,52
2155,0,52
2155,1,52
2155,1,53
2155,0,54
2155,0,54
2155,0,54
2155,0,54
2155,0,54
2155,1,54
2155,0,55
2155,1,55
2155,1,56
2155,1,57
2155,1,58
2155,0,59
2155,1,59
2155,0,60
2155,0,60
2155,0,60
2155,0,60
2155,0,60
2155,0,60
2155,0,60
2155,0,60
2155,0,60
2155,1,60
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,0,61
2155,1,61
2155,1,62
2155,1,63
919,1,0
919,1,1
919,0,2
919,1,2
919,1,3
919,1,4
919,1,5
919,1,6
919,1,7
919,1,8
919,1,9
919,1,10
916,0,0
916,0,0
916,1,0
916,1,1
916,0,2
916,0,2
916,0,2
916,0,2
916,0,2
916,0,2
916,0,2
916,0,2
916,1,2
916,1,3
916,0,4
916,0,4
916,1,4
916,0,5
916,0,5
916,0,5
916,0,5
916,0,5
916,0,5
916,0,5
916,0,5
916,1,5
916,1,6
916,0,7
916,1,7
916,1,8
916,1,9
916,1,10
916,0,11
916,0,11
916,1,11
916,1,12
916,0,13
916,1,13
916,0,14
916,0,14
916,1,14
916,0,15
916,0,15
916,1,15
916,0,16
916,0,16
916,0,16
916,0,16
916,0,16
916,0,16
916,0,16
916,0,16
916,0,16
916,0,16
916,0,16
916,0,16
916,0,16
916,0,16
916,0,16
916,0,16
916,0,16
916,0,16
916,0,16
916,0,16
916,1,16
916,1,17
916,1,17
916,1,17
916,0,18
916,0,18
916,1,18
916,1,19
916,1,20
916,1,20
916,1,20
916,1,20
916,0,21
916,0,21
916,1,21
916,0,21
916,1,21
916,1,21
916,1,22
916,1,22
916,1,22
916,1,23
916,0,24
916,1,24
916,0,25
916,0,25
916,1,25
916,1,25
916,0,25
916,1,25
916,1,25
916,0,26
916,0,26
916,0,26
916,0,26
916,0,26
916,0,26
916,0,26
916,1,26
916,0,27
916,0,27
916,0,27
916,0,27
916,0,27
916,0,27
916,0,27
916,1,27
916,1,28
916,0,28
916,1,28
916,0,28
916,0,29
916,0,29
916,0,29
916,1,29
916,0,30
916,0,30
916,0,30
916,0,30
916,0,30
916,0,30
916,0,30
916,0,30
916,0,30
916,0,30
916,0,30
916,0,30
916,0,30
916,0,30
916,0,30
916,0,30
916,0,30
916,0,30
916,0,30
916,0,30
916,0,30
916,0,30
916,0,30
916,1,30
916,0,31
916,0,31
916,1,31
916,0,32
916,0,32
916,0,32
916,0,32
916,0,32
916,0,32
916,0,32
916,0,32
916,0,32
916,0,32
916,0,32
916,1,32
916,0,33
916,0,33
916,1,33
916,1,34
916,0,35
916,0,35
916,0,35
916,0,35
916,0,35
916,0,35
916,0,35
916,0,35
916,0,35
916,0,35
916,0,35
916,0,35
916,0,35
916,0,35
916,0,35
916,0,35
916,0,35
916,0,35
916,0,41
916,0,41
916,0,41
916,0,41
916,0,41
916,0,41
916,0,41
916,0,41
916,0,41
916,0,41
916,0,41
916,0,41
916,0,41
916,0,41
916,0,41
916,0,41
916,0,41
916,0,41
916,0,41
916,0,41
916,0,41
916,0,41
916,0,41
916,0,41
916,0,42
916,0,63
916,0,63
916,0,63
916,0,63
916,0,63
916,0,63
916,0,63
916,0,63
916,0,63
916,0,63
916,1,63
1312,1,0
